study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJNA917779	8364	GSE222107	SRA1568842	OTHER	SRR22963745		Targeted bisulfite sequencing to profile age-associated DNA methylation changes in Xenopus frogs
PRJNA917779	8364	GSE222107	SRA1568842	OTHER	SRR22963747	ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/047/SRR22963747/SRR22963747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/047/SRR22963747/SRR22963747_2.fastq.gz	Targeted bisulfite sequencing to profile age-associated DNA methylation changes in Xenopus frogs
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439045/SRR9439045.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA917779	8364	GSE222107	SRA1568842	OTHER	SRR22963749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/049/SRR22963749/SRR22963749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/049/SRR22963749/SRR22963749_2.fastq.gz	Targeted bisulfite sequencing to profile age-associated DNA methylation changes in Xenopus frogs
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/000/SRR9439050/SRR9439050.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA917779	8364	GSE222107	SRA1568842	OTHER	SRR22963753		Targeted bisulfite sequencing to profile age-associated DNA methylation changes in Xenopus frogs
PRJNA281501	8364	GSE67974	SRA259887	Bisulfite-Seq	SRR2353017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/007/SRR2353017/SRR2353017.fastq.gz	Embryonic transcription is controlled by maternally defined chromatin state
PRJNA951225	8364	GSE228699	SRA1614302	RNA-Seq	SRR24040024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/024/SRR24040024/SRR24040024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/024/SRR24040024/SRR24040024_2.fastq.gz	Regulation of gene expression downstream of a novel Fgf/Erk pathway during Xenopus development
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439051/SRR9439051.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA951225	8364	GSE228699	SRA1614302	RNA-Seq	SRR24040025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/025/SRR24040025/SRR24040025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/025/SRR24040025/SRR24040025_2.fastq.gz	Regulation of gene expression downstream of a novel Fgf/Erk pathway during Xenopus development
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/006/SRR9439056/SRR9439056.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA951225	8364	GSE228699	SRA1614302	RNA-Seq	SRR24040026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/026/SRR24040026/SRR24040026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/026/SRR24040026/SRR24040026_2.fastq.gz	Regulation of gene expression downstream of a novel Fgf/Erk pathway during Xenopus development
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439057/SRR9439057.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA951225	8364	GSE228699	SRA1614302	RNA-Seq	SRR24040027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24040027/SRR24040027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24040027/SRR24040027_2.fastq.gz	Regulation of gene expression downstream of a novel Fgf/Erk pathway during Xenopus development
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/000/SRR9439060/SRR9439060.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA951225	8364	GSE228699	SRA1614302	RNA-Seq	SRR24040031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24040031/SRR24040031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24040031/SRR24040031_2.fastq.gz	Regulation of gene expression downstream of a novel Fgf/Erk pathway during Xenopus development
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24201998		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439061/SRR9439061.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24201999		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202005		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439067/SRR9439067.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439071	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439071/SRR9439071.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439072	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/002/SRR9439072/SRR9439072.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202006		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/004/SRR9439074/SRR9439074.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202007		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439078/SRR9439078.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202008		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439083	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/003/SRR9439083/SRR9439083.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202009		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202010		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439087	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439087/SRR9439087.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202012		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439096	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/006/SRR9439096/SRR9439096.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202016		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439097	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439097/SRR9439097.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202018		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439098/SRR9439098.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202020		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202024		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/009/SRR9439099/SRR9439099.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202027		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439102	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/002/SRR9439102/SRR9439102.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202029		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439105/SRR9439105.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439107	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439107/SRR9439107.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202032		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439108/SRR9439108.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202033		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439111/SRR9439111.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202037		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202038		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/002/SRR9439112/SRR9439112.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/003/SRR9439113/SRR9439113.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/004/SRR9439114/SRR9439114.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202039		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439116	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/006/SRR9439116/SRR9439116.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202040		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202041		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439119	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/009/SRR9439119/SRR9439119.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202044		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439121/SRR9439121.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202046		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/003/SRR9439123/SRR9439123.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439128/SRR9439128.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202048		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/000/SRR9439130/SRR9439130.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202058		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439131	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439131/SRR9439131.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202068		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439135/SRR9439135.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202072		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/006/SRR9439136/SRR9439136.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202073		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439145	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439145/SRR9439145.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202075		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439147/SRR9439147.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202080		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439148	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439148/SRR9439148.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202081		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439151	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439151/SRR9439151.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/004/SRR9439154/SRR9439154.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439155/SRR9439155.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202082		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	EST	SRR9439160	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/000/SRR9439160/SRR9439160.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202084		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	EST	SRR9439163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/003/SRR9439163/SRR9439163.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202085		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439165	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439165/SRR9439165.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202087		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202090		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439168/SRR9439168.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/009/SRR9439169/SRR9439169.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202094		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439177/SRR9439177.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202101		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439179	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/009/SRR9439179/SRR9439179.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202110		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202114		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202119		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439181	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/001/SRR9439181/SRR9439181.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202121		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202124		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/006/SRR9439186/SRR9439186.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/007/SRR9439187/SRR9439187.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202127		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/002/SRR9439192/SRR9439192.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202131		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439194	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/004/SRR9439194/SRR9439194.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202132		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202133		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439195	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439195/SRR9439195.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202134		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439202	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/002/SRR9439202/SRR9439202.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202136		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439204	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/004/SRR9439204/SRR9439204.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202138		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202140		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/005/SRR9439205/SRR9439205.fastq.gz	Sequencing XENOPUS TROPICALIS
	8364	JGI XENOPUS TROPICALIS	SRA911879	WGA	SRR9439208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/008/SRR9439208/SRR9439208.fastq.gz	Sequencing XENOPUS TROPICALIS
PRJNA956801	8364	PRJNA956801	SRA1622976	RNA-Seq	SRR24202143		The Alteration of Xenopus tropical Trade-off Strategy Triggered by Warm Temperature Promotes Self-defense but Attenuates Sexual Dimorphism of Gene Expression
	8364	JGI XENOPUS TROPICALIS	SRA911879	OTHER	SRR9439212	ftp.sra.ebi.ac.uk/vol1/fastq/SRR943/002/SRR9439212/SRR9439212.fastq.gz	Sequencing XENOPUS TROPICALIS
