study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJNA244000	8355	GSE56586	SRA156772	RNA-Seq	SRR1509449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/009/SRR1509449/SRR1509449.fastq.gz	Global absolute quantification reveals tight regulation of protein expression in single Xenopus eggs
PRJNA345496	8355	GSE87653	SRA482197	RNA-Seq	SRR4346441	ftp.sra.ebi.ac.uk/vol1/fastq/SRR434/001/SRR4346441/SRR4346441.fastq.gz	Genomic integration of Wnt/b-catenin and BMP/Smad1 coordinates the transcriptional program of foregut and hindgut progenitors [RNA-seq]
PRJNA244000	8355	GSE56586	SRA156772	RNA-Seq	SRR1509452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/002/SRR1509452/SRR1509452.fastq.gz	Global absolute quantification reveals tight regulation of protein expression in single Xenopus eggs
PRJNA345496	8355	GSE87653	SRA482197	RNA-Seq	SRR4346446	ftp.sra.ebi.ac.uk/vol1/fastq/SRR434/006/SRR4346446/SRR4346446.fastq.gz	Genomic integration of Wnt/b-catenin and BMP/Smad1 coordinates the transcriptional program of foregut and hindgut progenitors [RNA-seq]
PRJNA416831	8355	PRJNA416831	SRA627431	AMPLICON	SRR6244781	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6244781/SRR6244781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/001/SRR6244781/SRR6244781_2.fastq.gz	Xenopus laevis strain:J-strain Targeted Locus (Loci)
PRJNA244000	8355	GSE56586	SRA156772	RNA-Seq	SRR1509454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR150/004/SRR1509454/SRR1509454.fastq.gz	Global absolute quantification reveals tight regulation of protein expression in single Xenopus eggs
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511457	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1511457/SRR1511457.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA416831	8355	PRJNA416831	SRA627431	AMPLICON	SRR6244794	ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/004/SRR6244794/SRR6244794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR624/004/SRR6244794/SRR6244794_2.fastq.gz	Xenopus laevis strain:J-strain Targeted Locus (Loci)
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1511458/SRR1511458.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA474199	8355	GSE115224	SRA713924	ChIP-Seq	SRR7248719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR724/009/SRR7248719/SRR7248719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR724/009/SRR7248719/SRR7248719_2.fastq.gz	Etv6-dependent positive and negative gene regulatory network controls vegfa expression in vivo [ChIP-seq]
PRJNA474199	8355	GSE115224	SRA713924	ChIP-Seq	SRR7248723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR724/003/SRR7248723/SRR7248723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR724/003/SRR7248723/SRR7248723_2.fastq.gz	Etv6-dependent positive and negative gene regulatory network controls vegfa expression in vivo [ChIP-seq]
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/001/SRR8384741/SRR8384741.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511461	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1511461/SRR1511461.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/002/SRR8384742/SRR8384742.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/006/SRR8384746/SRR8384746.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511462	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1511462/SRR1511462.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384754	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/004/SRR8384754/SRR8384754.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1511464/SRR1511464.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511468	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1511468/SRR1511468.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA255038	8355	GSE59309	SRA174832	RNA-Seq	SRR1511471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1511471/SRR1511471.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/007/SRR8384757/SRR8384757.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384759	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/009/SRR8384759/SRR8384759.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA255038	8355	GSE59309	SRA174832	ChIP-Seq	SRR1511473	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1511473/SRR1511473.fastq.gz	Multicilin drives centriole biogenesis via E2f proteins
PRJNA752644	8355	PRJNA752644	SRA1272470	OTHER	SRR15362725	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/025/SRR15362725/SRR15362725.fastq.gz	Frog microRNAs associated with antiviral responses
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384765	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/005/SRR8384765/SRR8384765.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/007/SRR8384767/SRR8384767.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA512511	8355	GSE124563	SRA829329	RNA-Seq	SRR8384770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR838/000/SRR8384770/SRR8384770.fastq.gz	Transcriptome analysis of regeneration in Xenopus laevis twin embryos
PRJNA752644	8355	PRJNA752644	SRA1272470	OTHER	SRR15362730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/030/SRR15362730/SRR15362730.fastq.gz	Frog microRNAs associated with antiviral responses
PRJNA752644	8355	PRJNA752644	SRA1272470	OTHER	SRR15362734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/034/SRR15362734/SRR15362734.fastq.gz	Frog microRNAs associated with antiviral responses
PRJNA530566	8355	GSE129234	SRA868556	RNA-Seq	SRR8838433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR883/003/SRR8838433/SRR8838433.fastq.gz	Differential gene expression analysis between pre-metamorphic WT control X. laevis tadpoles and tadpoles with thioridazine-induced brain abnormalities.
PRJNA752644	8355	PRJNA752644	SRA1272470	OTHER	SRR15362737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/037/SRR15362737/SRR15362737.fastq.gz	Frog microRNAs associated with antiviral responses
PRJNA540273	8355	GSE130448	SRA880624	RNA-Seq	SRR8986263	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/003/SRR8986263/SRR8986263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/003/SRR8986263/SRR8986263_2.fastq.gz	Mucociliary epidermis RNA-seq data from comparison of controls and DN-tp63 morpholino knockdown in Xenopus animal cap explants.
PRJNA540273	8355	GSE130448	SRA880624	RNA-Seq	SRR8986267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/007/SRR8986267/SRR8986267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/007/SRR8986267/SRR8986267_2.fastq.gz	Mucociliary epidermis RNA-seq data from comparison of controls and DN-tp63 morpholino knockdown in Xenopus animal cap explants.
PRJNA752644	8355	PRJNA752644	SRA1272470	OTHER	SRR15362739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/039/SRR15362739/SRR15362739.fastq.gz	Frog microRNAs associated with antiviral responses
PRJNA540273	8355	GSE130448	SRA880624	RNA-Seq	SRR8986269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/009/SRR8986269/SRR8986269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/009/SRR8986269/SRR8986269_2.fastq.gz	Mucociliary epidermis RNA-seq data from comparison of controls and DN-tp63 morpholino knockdown in Xenopus animal cap explants.
PRJNA759592	8355	GSE183193	SRA1287509	RNA-Seq	SRR15687741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/041/SRR15687741/SRR15687741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/041/SRR15687741/SRR15687741_2.fastq.gz	Temporal and Spatial Transcriptomic Dynamics across Brain Development in Xenopus laevis tadpoles
PRJNA540273	8355	GSE130448	SRA880624	RNA-Seq	SRR8986296	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/006/SRR8986296/SRR8986296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/006/SRR8986296/SRR8986296_2.fastq.gz	Mucociliary epidermis RNA-seq data from comparison of controls and DN-tp63 morpholino knockdown in Xenopus animal cap explants.
PRJNA759592	8355	GSE183193	SRA1287509	RNA-Seq	SRR15687742	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/042/SRR15687742/SRR15687742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/042/SRR15687742/SRR15687742_2.fastq.gz	Temporal and Spatial Transcriptomic Dynamics across Brain Development in Xenopus laevis tadpoles
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650602	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650602/SRR6650602.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA759592	8355	GSE183193	SRA1287509	RNA-Seq	SRR15687743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/043/SRR15687743/SRR15687743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/043/SRR15687743/SRR15687743_2.fastq.gz	Temporal and Spatial Transcriptomic Dynamics across Brain Development in Xenopus laevis tadpoles
PRJNA759592	8355	GSE183193	SRA1287509	RNA-Seq	SRR15687757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/057/SRR15687757/SRR15687757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/057/SRR15687757/SRR15687757_2.fastq.gz	Temporal and Spatial Transcriptomic Dynamics across Brain Development in Xenopus laevis tadpoles
PRJNA759592	8355	GSE183193	SRA1287509	RNA-Seq	SRR15687763	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/063/SRR15687763/SRR15687763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/063/SRR15687763/SRR15687763_2.fastq.gz	Temporal and Spatial Transcriptomic Dynamics across Brain Development in Xenopus laevis tadpoles
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650603	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650603/SRR6650603.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650606/SRR6650606.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA759592	8355	GSE183193	SRA1287509	RNA-Seq	SRR15687765	ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/065/SRR15687765/SRR15687765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/065/SRR15687765/SRR15687765_2.fastq.gz	Temporal and Spatial Transcriptomic Dynamics across Brain Development in Xenopus laevis tadpoles
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650607/SRR6650607.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/015/SRR15712015/SRR15712015.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/023/SRR15712023/SRR15712023.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/024/SRR15712024/SRR15712024.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650608/SRR6650608.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/026/SRR15712026/SRR15712026.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650609	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650609/SRR6650609.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/027/SRR15712027/SRR15712027.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/028/SRR15712028/SRR15712028.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650613/SRR6650613.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/031/SRR15712031/SRR15712031.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650614	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650614/SRR6650614.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/033/SRR15712033/SRR15712033.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650619	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650619/SRR6650619.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/035/SRR15712035/SRR15712035.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/036/SRR15712036/SRR15712036.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/042/SRR15712042/SRR15712042.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650623/SRR6650623.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/044/SRR15712044/SRR15712044.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650625	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650625/SRR6650625.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/045/SRR15712045/SRR15712045.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650630/SRR6650630.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/046/SRR15712046/SRR15712046.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650634/SRR6650634.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/048/SRR15712048/SRR15712048.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650637/SRR6650637.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/056/SRR15712056/SRR15712056.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/061/SRR15712061/SRR15712061.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650639	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650639/SRR6650639.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/062/SRR15712062/SRR15712062.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650640	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650640/SRR6650640.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712065	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/065/SRR15712065/SRR15712065.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650644	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650644/SRR6650644.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650649/SRR6650649.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712066	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/066/SRR15712066/SRR15712066.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650656/SRR6650656.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/067/SRR15712067/SRR15712067.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650657/SRR6650657.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650658/SRR6650658.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/070/SRR15712070/SRR15712070.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA431605	8355	PRJNA431605	SRA652250	RNA-Seq	SRR6650660	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650660/SRR6650660.fastq.gz	RXR ligands disrupt thyroid hormone-mediated Xenopus laevis tadpole metamorphosis
PRJNA760351	8355	GSE183350	SRA1288414	MeDIP-Seq	SRR15712074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/074/SRR15712074/SRR15712074.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	MeDIP-Seq	SRR15712075	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/075/SRR15712075/SRR15712075.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA760351	8355	GSE183350	SRA1288414	ChIP-Seq	SRR15712079	ftp.sra.ebi.ac.uk/vol1/fastq/SRR157/079/SRR15712079/SRR15712079.fastq.gz	Developmental and Injury-induced Changes in DNA Methylation in Regenerative versus Non-regenerative Regions of the Vertebrate (Xenopus laevis) Central Nervous System assayed by 5hmC MeDIP and by ChIP-seq for Histone Markers
PRJNA445807	8355	GSE112364	SRA675067	RNA-Seq	SRR6902663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR690/003/SRR6902663/SRR6902663.fastq.gz	RNAseq profiliing of Xenopus laevis animal caps expressing Xnr2 at st14
